City,Description,Temperature (F),Feels Like (F),Minimum Temp (F),Maximum Temp (F),Pressure,Humidity,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Delhi,haze,62.690000000000026,61.43000000000004,62.690000000000026,62.690000000000026,1017,59,1.03,2025-11-13 23:24:15,2025-11-13 06:42:15,2025-11-13 17:28:43
