City,Description,Temperature (F),Feels Like (F),Minimum Temp (F),Maximum Temp (F),Pressure,Humidity,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Delhi,mist,53.690000000000026,52.34000000000002,53.690000000000026,53.690000000000026,1017,76,1.03,2025-11-14 07:19:57,2025-11-14 06:43:03,2025-11-14 17:28:14
